drug_name,atc,uncertainty_atc_match,summary
ramucirumab,L01XC21,False,SummaryHazard - P - B - T - Risk Exempt
ranibizumab,S01LA04,False,SummaryHazard - P - B - T - Risk Exempt
ranitidine,A02BA02,False,"SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B and T are from Fass."
rasagiline,N04BD02,False,SummaryHazard - P - B - T 3* Risk Cannot be excluded 
rasburicase,V03AF07,False,SummaryHazard - P - B - T - Risk Exempt
reboxetine,N06AX18,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
regorafenib,L01XE21,False,"SummaryHazard 9 P 3 B 3 T 3 Risk See below The T-value in the score for hazard refers to chronic toxicity. Regorafenib is considered to have particularly hazardous properties. According to EU established criteria, regorafenib is considered a PBT/vPvB substance. The toxicity of aquatic organisms is very high, the substance is capable of bioaccumulation and degradation is slowly in the environment."
remifentanil,N01AH06,False,"SummaryThe data on hazard and risk are based on previous environmental information on fass.se (2013-08-16). Environmental information is missing on fass.se (2021-12-08). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Persistence. Remifentanil is slowly degraded in the environment..Bioaccumulation. Remifentanil has low potential for bioaccumulation.Toxicity. Remifentanil has moderate acute toxicity.Risk. Risk of environmental impact cannot be excluded, since there is not sufficient ecotoxicity data available."
repaglinide,A10BX02,False,"SummaryPersistence. Repaglinide is potentially persistent.Bioaccumulation. Repaglinide has low potential for bioaccumulation.Toxicity. Repaglinide has low chronic toxicity. However, there is only data for one trophic level.Risk. Risk of environmental impact cannot be excluded, since there is not sufficient ecotoxicity data available. This summary information comes from Fass.se."
retapamulin,D06AX13,False,SummaryHazard 5* P 3 B 0 T 2* Risk Cannot be excluded 
reteplase,B01AD07,False,SummaryHazard - P - B - T - Risk See below
retigabine,N03AX21,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant
ribavirin,J05AB04,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant 
rifabutin,J04AB04,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
rifaximin,A07AA11,False,SummaryThis summary information comes from Fass. Persistence. Rifaximin is persistent.Bioaccumulation. Rifaximin has low potential for bioaccumulation.Toxicity. Rifaximin has very high chronic toxicity.Risk. The use of rifaximin (sales data Sweden 2018) has been considered to result in low environmental risk.
riluzole,N07XX02,False,SummaryHazard 8* P 3 B 3* T 2* Risk Cannot be excluded 
rimexolone,S01BA13,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded
risedronicacid,M05BA07,False,SummaryHazard 6* P 3* B 0 T 3 Risk Insignificant 
risperidone,N05AX08,False,"SummaryThis summary information about persistence, bioaccumulation and toxicity comes from Fass. The information on risk comes from the report by Goodpoint. Persistence. Risperidone is potentially persistent.Bioaccumulation. Risperidone has low potential for bioaccumulation.Toxicity. Risperidone has high acute toxicity.Risk. See the report from Goodpoint. Suggestions on how to reduce the emissions of risperidone"
ritonavir,J05AE03,False,SummaryHazard 8 P 3 B 3 T 2 Risk Insignificant This summary information comes from Fass. Persistence. Ritonavir is potentially persistent.Bioaccumulation. Ritonavir has high potential for bioaccumulation.Toxicity. Ritonavir has a high acute toxicity.Risk. The use of ritonavir (sales data Sweden 2016) gives the risk insignificant.
rituximab,L01XC02,False,SummaryHazard - P - B - T - Risk Exempt
rivaroxaban,B01AF01,False,"SummaryPersistence. Rivaroxaban is slowly degraded in the environment.Bioaccumulation. Rivaroxaban has low potential for bioaccumulation.Toxicity. Rivaroxaban has high chronic toxicity.Risk. The use of rivaroxaban (sales data Sweden 2020) has been considered to result in insignificant environmental risk. This summary information on persistence, bioaccumaltion and toxicity comes from Fass and the assessment report for Xarelto (rivaroxaban). Information about risk comes from Fass."
rivastigmine,N06DA03,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass. The risk comes from the Goodpoint report. Persistence. Rivastigmine is persistent. See comment below under the heading ""Detailed information"" on potentially persistent specified in Fass.Bioaccumulation. Rivastigmine has low potential for bioaccumulation.Toxicity. Rivastigmine has moderate chronic toxicity.Risk. The environmental risk is considered to be very low from a Swedish perspective."
rizatriptan,N02CC04,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
rocuronium,M03AC09,False,"SummaryThis summary information comes from Fass. Persistence. It cannot be excluded that rocuronium bromide is persistent, due to the lack of data.Bioaccumulation. Rocuronium bromide has low potential for bioaccumulation.Toxicity. It cannot be excluded that rocuronium bromide is toxic, due to the lack of data.Risk. Risk of environmental impact cannot be excluded for rocuronium bromide since no ecotoxicity data are available. Manufacturer has on fass.se stated that data about the environmental impact is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
romiplostim,B02BX04,False,SummaryHazard - P - B - T - Risk Exempt
ropinirole,N04BC04,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant 
ropivacaine,N01BB09,False,SummaryThe data on hazard and risk are based on previous environmental information on fass.se. Environmental information is missing on fass.se (2021-10-27). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Persistence. Ropivacaine is potentially persistent.Bioaccumulation. Ropivacaine has no significant bioaccumulation potential.Toxicity. Ropivacaine has moderate acute toxicity.Risk. The use of ropivacaine (sales data Sweden 2009) has been considered to result in insignificant environmental risk.
rosuvastatin,C10AA07,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from FaSS. The risk comes from the report by Goodpoint. Persistence. Rosuvastatin is degraded in the environment.Bioaccumulation. Rosuvastatin has low potential for bioaccumulation.Toxicity. Rosuvastatin has high chronic toxicity.Risk.The risk seems entirely insignificant for the highly water-soluble substance rosuvastatin."
roxithromycin,J01FA06,False,"SummaryThis summary information about persistence, bioaccumulation and toxicity comes from Fass. The information on risk comes from the report by Goodpoint. Persistence. No data available, hence the potential for persistence of roxithromycin cannot be excluded due to lack of data.Bioaccumulation. Roxithromycin has low potential for bioaccumulation.Toxicity. Roxithromycin has very high acute toxicity.Risk. See the report from Goodpoint. Suggestions on how to reduce the emissions of roxithromycin"
sacubitril,C09DX04,False,"SummaryPersistence. Sacubitril is degraded in the environment.Bioaccumulation. Sacubitril has a low potential for bioaccumulation.Toxicity. Sacubitril has low chronic toxicity.Risk. The use of sacubitril (sales data Sweden 2021) has been considered to result in insignificant environmental risk. This summary information comes from Fass and assessment report for Entresto (sacubitril, valsartan) except from the risk that comes from Fass."
salbutamol,R03AC02,False,"SummaryThis summary information comes from Fass. Persistence. Salbutamol is potentially persistent.Bioaccumulation. Salbutamol has low potential for bioaccumulation.Toxicity. Salbutamol has low chronic toxicity. However, data are only available for one trophic level.Risk. Risk of environmental impact cannot be excluded, since there is not sufficient ecotoxicity data available. It is voluntary for manufacturers to provide information on environmental impact on fass.se."
salmeterol,R03AC12,False,SummaryPersistence. Salmeterol is potentially persistent.Bioaccumulation. Salmeterol has low potential for bioaccumulation.Toxicity. Salmeterol has low chronic toxicity.Risk. The use of salmeterol (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.se.
saquinavir,J05AE01,False,SummaryHazard 7 P 3 B 3 T 1 Risk Insignificant
sarilumab,L04AC14,False,SummaryHazard - P - B - T - Risk See below
saxagliptin,A10BH03,False,SummaryHazard 2* P 0 B 0 T 2* Risk Insignificant 
scopolamine,N05CM05,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
selegiline,N04BD01,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
semaglutide,A10BJ06,False,"SummaryThe active substance semaglutide is a peptide and is not considered to have any environmental impact. However, Fass writes the following: Even though biomolecules, such as vaccines and hormones, are exempted they should still be regarded as biologically active. This summary information comes from assessement reports and Fass.se"
sertindole,N05AE03,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
sertraline,N06AB06,False,"SummaryNo new environmental information for sertraline is published on fass.se (2021-06-24). It is voluntary for manufacturers to provide information on the environmental impact on fass.se. This summary information about persistence, bioaccumulation and toxicity comes from previous Fass environmental information. The information on risk comes from the report by Goodpoint 2018. Persistence. Sertraline is slowly degraded in the environmentBioaccumulation. Sertraline does not have the potential to accumulate in aquatic organisms.Toxicity. Sertraline has very high acute toxicity.Risk. See the report from Goodpoint. Suggestions on how to reduce the emissions of sertraline"
sevelamer,V03AE02,False,"SummaryPersistence. It cannot be excluded that sevelamer is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that sevelamer bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that sevelamer is toxic, since there is not enough data.Risk. Risk of environmental impact of sevelamer cannot be excluded, due to the lack of environmental toxicity data.  This summary information comes from Fass. It is voluntary for manufacturers to provide information on environmental impact on fass.se."
sibutramine,A08AA10,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded
sildenafil,G04BE03,False,SummaryPersistence. Sildenafil is degraded in the environment.Bioaccumulation. Sildenafil has low potential for bioaccumulation.Toxicity. Sildenafil has high acute toxicity.Risk. The use of sildenafil (sales data Sweden unclear) has been considered to result in insignificant environmental risk. The data on hazard and risk are based on previous environmental information on Fass.se (2011-05-12). Environmental information is missing on fass.se (2023-05-24). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
simvastatin,C10AA01,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from Fass. The risk comes from the report by Goodpoint. Persistence. Simvastatin is degraded in the environment.Bioaccumulation. Simvastatin has high potential for bioaccumulation.Toxicity. Simvastatin has very high chronic toxicity.Risk. More fat-soluble statins (simvastatin, atorvastatin) may be quite potent and (together with ezetimibe) represent a slightly higher risk than the others, but the levels in the environment are probably well below the concentrations that give rise to effects in Sweden."
sitagliptin,A10BH01,False,"SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B, T and risk are from Fass."
sodiumbicarbonate,B05XA02,False,SummaryRisk. The use of electrolytes is not considered to cause any environmental impact. The information comes from Fass.
sodiumchloride,B05CB01,False,SummaryHazard - P - B - T - Risk Exempt The use of electrolytes is not considered to have any environmental impact.
sodiumfluoride,A01AA01,False,SummaryHazard - P - B - T - Risk Exempt The use of electrolytes is not considered to have any environmental impact.
sodiumglycerophosphate,B05XA14,False,"SummaryHazard - P - B - T - Risk Exempt According to the European Medicines Agency guideline on environmental risk assessments for pharmaceuticals (EMA/CHMP/SWP/4447/00) vitamins, electrolytes, amino acids, peptides, proteins, carbohydrates, lipids proteins, vaccines and herbal medicinal products are exempted because they are unlikely to result in significant risk to the environment."
sodiumpicosulfate,A06AB08,False,SummaryRisk. The use of electrolytes is not considered to cause any environmental impact.The data on risk are based on previous environmental information on fass.se. Environmental information is missing (2023-01-23). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
solifenacin,G04BD08,False,"SummaryEnvironmental information is missing on fass.se for solifenacin (2021-09-21). It is voluntary for manufacturers to provide information on environmental impact on fass.se. Persistence. It cannot be excluded that solifenacin is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that solifenacin bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that solifenacin is toxic, due to the lack of data.Risk. Risk of environmental impact cannot be excluded, due to the lack of environmental toxicity data."
somatropin,H01AC01,False,SummaryHazard - P - B - T - Risk Exempt
sorafenib,L01XE05,False,"SummaryHazard 9 P 3 B 3 T 3 Risk See below The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B and T comes from assessment report, see below. ""The compound is considered as vP and vB."""
sorbitol,A06AD18,False,SummaryHazard - P - B - T - Risk Exempt The use of electrolytes is not considered to have any environmental impact.
sotalol,C07AA07,False,"SummaryEnvironmental information is missing on fass.se for sotalol (2021-11-12). It is voluntary for manufacturers to provide information on environmental impact on fass.se. Persistence. It cannot be excluded that sotalol is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that sotalol bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that sotalol is toxic, due to the lack of data.Risk. Risk of environmental impact of sotalol cannot be excluded, due to the lack of environmental toxicity data."
spironolactone,C03DA01,False,"SummaryPersistence. It cannot be excluded that spironolactone is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that spironolactone bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that spironolactone is toxic, due to the lack of data.Risk. Risk of environmental impact of spironolactone cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. Manufacturer has on fass.se stated that data about the environmental impact is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
streptokinase,B01AD01,False,SummaryHazard - P - B - T - Risk Exempt The medicine is now withdrawn from use in Sweden. The data on risk is based on previous environmental information on fass.se.
sufentanil,N01AH03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
sugammadex,V03AB35,False,SummaryHazard 4* P 3 B 0 T 1* Risk Insignificant
sulfamethoxazole,J01EE01,False,"SummaryThe data on hazard are based on previous environmental information on fass.se. Environmental information is missing (2021-09-10). It is voluntary for manufacturers to provide information about environmental impact on fass.se. For risk, see the report from Goodpoint. Sulfamethoxazole is monitored within the framework of EU water legislation. Persistence. Sulfamethoxazole is potentially persistent.Bioaccumulation. Sulfamethoxazole has low potential for bioaccumulation.Toxicity. Sulfamethoxazole has very high chronic toxicity.Risk. See the report from Goodpoint."
sulfasalazine,A07EC01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
sulindac,M01AB02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
sumatriptan,N02CC01,False,SummaryPersistence. Sumatriptan is potentially persistent.Bioaccumulation. Sumatriptan has low potential for bioaccumulation.Toxicity. Sumatriptan has low chronic toxicity.Risk. The use of sumatriptan (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
sunitinib,L01XE04,False,SummaryHazard 6* P 3* B 0 T 3 Risk Insignificant
suxamethonium,M03AB01,False,"SummaryThis summary information comes from Fass. Persistence. It cannot be excluded that suxamethonium is persistent, due to the lack of data.Bioaccumulation. Suxamethonium has low potential for bioaccumulation.Toxicity. It cannot be excluded that suxamethonium is toxic, due to the lack of data.Risk. Risk of environmental impact of suxamethonium cannot be excluded, due to the lack of environmental toxicity data.  Manufacturer has on fass.se stated that data about the environmental impact is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se."
tacrolimus,L04AD02,False,"SummaryThis summary information comes from Fass. Persistence. The potential for persistence of tacrolimus cannot be excluded, due to lack of data.Bioaccumulation. It annot be excluded that tacrolimus may bioaccumulate, due to lack of data.Toxicity. No data.Risk. Risk of environmental impact of tacrolimus cannot be excluded, due to the lack of environmental toxicity data."
tadalafil,G04BE08,False,"SummaryPersistence. Tadalafil is slowly degraded in the environment.Bioaccumulation. Tadalafil has low potential for bioaccumulation.Toxicity. Tadalafil has moderate chronic toxicity.Risk. The use of tadalafil (sales data Sweden 2020) has been considered to result in insignificant environmental risk. This summary information on persistence, bioaccumulation and toxicity comes from the assessment report and Fass. The risk comes from Fass"
tafluprost,S01EE05,False,SummaryPersistence. No data.Bioaccumulation. No data.Toxicity. No data.Risk. Cannot be excluded. Environmental information is missing on fass.se for tafluprost (2020-09-07). It is voluntary for manufacturers to provide information on environmental impact on fass.se.
tamoxifen,L02BA01,False,"SummaryPersistence. It cannot be excluded that tamoxifen is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that tamoxifen bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that tamoxifen is toxic, due to the lack of data.Risk. Risk of environmental impact of tamoxifen cannot be excluded, due to the lack of environmental toxicity data.  Environmental information is missing on fass.se for tamoxifen (2023-08-25). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
tapentadol,N02AX06,False,"SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B, T and risk are from Fass."
tasonermin,L03AX11,False,SummaryHazard - P - B - T - Risk Exempt
teicoplanin,J01XA02,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
telaprevir,J05AE11,False,SummaryHazard 6* P 3 B 0 T 3* Risk Insignificant
telithromycin,J01FA15,False,SummaryHazard 6* P 3 B 0 T 3* Risk Insignificant The risk classification is based on total sold amount (kg) of the substance in Sweden during the year 2011.
telmisartan,C09CA07,False,"SummaryHazard 4 P 3 B 0 T 1 Risk See below The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B and T are from Fass. For the risk, see report Goodpoint 2019."
temozolomide,L01AX03,False,SummaryHazard 1 P 0 B 0 T 1 Risk Insignificant 
tenecteplase,B01AD11,False,SummaryHazard - P - B - T - Risk Exempt
tenoxicam,M01AC02,False,"SummaryThis summary information comes from Fass. Persistence. The potential for persistence of tenoxicam cannot be excluded, due to lack of data.Bioaccumulation. Tenoxicam has low potential for bioaccumulation.Toxicity. No data.Risk. Risk of environmental impact of tenoxicam cannot be excluded, due to the lack of environmental toxicity data."
terazosin,G04CA03,False,SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded 
terbinafine,D01BA02,False,SummaryPersistence. Terbinafine is degraded in the environment.Bioaccumulation. Terbinafine has high potential for bioaccumulation.Toxicity. Terbinafine has very high chronic toxicity.Risk. The use of terbinafine (sales data Sweden 2020) has been considered to result in low environmental risk. This summary information comes from Fass.
terbutaline,R03AC03,False,"SummaryHazard 3 P 3 B 0 T 0 Risk See below The T-value in the PBT index refers to acute toxicity.Terbutaline is reaching the aquatic environment, but the concentrations found in Sweden are not expected to be high enough to provide environmental impact. However, good studies on environmental effects are lacking.The risk classification insignificant, according to Fass.se, is based on total sold amount (kg) of the substance in Sweden during the year 2015 and the toxicity of the substance."
teriflunomide,L04AA31,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant The risk classification is based on total sold amount (kg) of the substance in Sweden during the year 2011.
teriparatide,H05AA02,False,SummaryHazard - P - B - T - Risk See below
terlipressin,H01BA04,False,SummaryHazard - P - B - T - Risk See below
testosterone,G03BA03,False,"SummaryPersistence. Testosterone is slowly degraded in the environment.Bioaccumulation. Testosterone has high potential for bioaccumulation.Toxicity. Testosterone has very high acute toxicity.Risk. Risk of environmental impact of testosterone cannot be excluded, since there is not sufficient ecotoxicity data available. This summary information comes from Fass for Testogel (testosterone) company Laboratoires Besins and Tostrex (testosterone) Kyowa Kirin AB with reference to the company Bayer for Androgel (testosterone). Androgel has been withdrawn from the market."
tetracycline,J01AA07,False,"SummaryEnvironmental information on tetracycline is not available on fass.se (2020-11-15). It is voluntary for manufacturers to publish environmental impact information on fass.se. The data on persistence, bioaccumulation and toxicity are based on previous environmental information on fass.se. The information on risk comes from the reports by Goodpoint. Persistence. Tetracycline is potentially persistentBioaccumulation. Tetracycline has low potential for bioaccumulationToxicity. Tetracycline has very high acute toxicity.Risk. See the reports from Goodpoint. Suggestions on how to reduce emissions of tetracycline"
theophylline,R03DA04,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
thiamazole,H03BB02,False,"SummaryPersistence. It cannot be excluded that thiamazole is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that thiamazole bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that thiamazole is toxic, due to the lack of data.Risk. Risk of environmental impact of thiamazole cannot be excluded, due to the lack of environmental toxicity data.  Environmental information is missing on fass.se for thiamazole (2023-05-24). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
thiamine,A11DA01,False,SummaryRisk. The use of vitamins is not considered to cause any environmental impact. The information comes from Fass.
thiethylperazine,R06AD03,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant
thiopental,N01AF03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
tibolone,G03CX01,False,"SummaryThis summary information comes from Fass. Persistence. It cannot be excluded that tibolone is persistent, due to the lack of data.Bioaccumulation. Tibolone has low potential for bioaccumulation.Toxicity. It cannot be excluded that tibolone is toxic, due to the lack of data.Risk. Risk of environmental impact of tibolone cannot be excluded, since no ecotoxicity data are available."
ticagrelor,B01AC24,False,SummaryPersistence. Ticagrelor is not considered to be persistent.Bioaccumulation. Ticagrelor has low potential for bioaccumulation.Toxicity. Ticagrelor has moderate chronic toxicity.Risk. The use of ticagrelor (sales data Sweden 2017) has been considered to result in insignificant environmental risk. This summary information about hazard comes from the assessment report for Brilique (ticagrelor) from 2015 and fass.se for Brilique downloaded 2019-10-21. Environmental information is missing on fass.se for ticagrelor (2022-04-26). It is voluntary for manufacturers to provide information on environmental impact on fass.se.
ticlopidine,B01AC05,False,SummaryHazard 6* P 3* B 0 T 3 Risk Cannot be excluded
timolol,C07AA06,False,"SummaryThis summary information comes from Fass. Persistence. The potential for persistence of timolol cannot be excluded, due to lack of data.Bioaccumulation. Timolol has low potential for bioaccumulation.Toxicity. No data.Risk. Risk of environmental impact of timolol cannot be excluded, due to the lack of environmental toxicity data."
tinidazole,P01AB02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
tinzaparin,B01AB10,False,SummaryThe use of carbohydrates is not considered to have any environmental impact. This summary information comes from Fass.
tioguanine,L01BB03,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded 
tiotropiumbromide,R03BB04,False,"SummaryUnderlying data for P, B and risk are from Fass's environmental information downloaded 2022-01-18. The T value comes from Fass's environmental information downloaded 2011-04-14. Persistence. Tiotropium bromide is potentially persistent.Bioaccumulation. Tiotropium bromide has low potential for bioaccumulation.Toxicity. Tiotropium bromide has moderate acute toxicity.Risk. Risk of environmental impact of tiotropium bromid cannot be excluded, since there is not sufficient ecotoxicity data available."
tipranavir,J05AE09,False,SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant
tirofiban,B01AC17,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant 
tobramycin,J01GB01,False,SummaryHazard 6 P 3 B 0 T 3 Risk Insignificant The risk classification is based on total sold amount (kg) of the substance in Sweden during the year 2011.
tocilizumab,L04AC07,False,SummaryHazard - P - B - T - Risk Exempt
tocopherol,A11HA03,False,"SummaryHazard - P - B - T - Risk Exempt According to the European Medicines Agency guideline on environmental risk assessments for pharmaceuticals (EMA/CHMP/SWP/4447/00),vitamins, electrolytes, amino acids, peptides, proteins, carbohydrates, lipids proteins, vaccines and herbal medicinal products are exempted because they are unlikely to result in significant risk to the environment."
tofacitinib,L04AA29,False,"SummaryHazard 5* P 3 B 0 T 2* Risk See below According to EMA's assessment report, EMA / CHMP/853224/2016, tofacitinib is slowly degraded in the environment and has low potential for bioaccumulation. The T-value is usually based on data on acute toxicity, but since no information of acute toxicity is available, T has been calculated on the chronic toxicity, NOEC 2.9 mg/L for fish.Environmental information for the substance is not available on fass.se. It is voluntary for manufacturers to publish environmental impact information on fass.se."
tolcapone,N04BX01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
tolterodine,G04BD07,False,"SummaryEnvironmental information is missing on fass.se for tolterodine (2021-09-21). It is voluntary for manufacturers to provide information on environmental impact on fass.se. Persistence. It cannot be excluded that tolterodine is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that tolterodine bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that tolterodine is toxic, due to the lack of data.Risk. Risk of environmental impact cannot be excluded, due to the lack of environmental toxicity data."
topiramate,N03AX11,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass. The risk comes from the Goodpoint report. Persistence. It cannot be excluded that topiramate is persistent, due to the lack of data.Bioaccumulation. Topiramate has low potential for bioaccumulation.Toxicity. Topiramate has moderate acute toxicity.Risk. No obvious environmental risk from a Swedish perspective."
topotecan,L01XX17,False,SummaryHazard 1* P 0 B 0 T 1* Risk Cannot be excluded 
torasemide,C03CA04,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
trabectedin,L01CX01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
tramadol,N02AX02,False,SummaryHazard - P - B - T - Risk See below Environmental information for the substance is not available on Fass.se (2019-02-15). It is voluntary for manufacturers to publish environmental impact information on Fass.se.
trandolapril,C09AA10,False,SummaryHazard 6* P 3 B 0 T 3* Risk Insignificant
tranexamicacid,B02AA02,False,"SummaryThe use of amino acids, proteins and peptides is not considered to have any environmental impact. This summary information comes from Fass."
trastuzumab,L01XC03,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from the assessment report for Ogivri (trastuzumab) and Fass environmental information for various drugs with trastuzumab. Risk. Exempt.
travoprost,S01EE04,False,"SummaryThis summary information is from the SPC (Summary of Product Characteristics) for Izba (travoprost) section 5.3 (downloaded 2020-09-08). ""Travoprost is considered a persistent, bioaccumulative and toxic (PBT) substance. Hence, despite the very small amounts of travoprost used by patients in eye drops, a risk to the environment cannot be excluded."""
tretinoin,D10AD01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
triazolam,N05CD05,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
trihexyphenidyl,N04AA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Manufacturer has on fass.se stated that data about environmental impact is missing for the substance. It is voluntary for manufacturers to provide information on the environmental impact on fass.se.
trimethoprim,J01EA01,False,"SummaryThe data on persistence, bioaccumulation and toxicity for trimethoprim are from fass.se. The information on risk comes from the reports by Goodpoint. Trimethoprim is monitored within the framework of EU water legislation.  Persistence. Trimethoprim is potentially persistent.Bioaccumulation. Trimethoprim has low potential for bioaccumulation.Toxicity. Trimethoprim has moderate chronic toxicity.Risk. See the reports from Goodpoint. Suggestions on how to reduce emissions of trimethoprim"
trimipramine,N06AA06,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded 
triptorelin,L02AE04,False,SummaryHazard - P - B - T - Risk See below
tropicamide,S01FA06,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
tropisetron,A04AA03,False,SummaryHazard 6* P 3 B 3* T 3 Risk Cannot be excluded The medicine is now withdrawn from use in Sweden. The data on hazard and risk are based on previous environmental information on Fass.se.
ulipristal,G03AD02,False,"SummaryThe data on hazard and risk are based on previous environmental information on fass.se. Environmental information is missing (2022-04-11). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Persistence. It cannot be excluded that ulipristal is persistent, due to the lack of data.Bioaccumulation. Ulipristal has the potential to be stored in aquatic organisms.Toxicity. It cannot be excluded that ulipristal is toxic, due to the lack of data.Risk. Risk of environmental impact of ulipristal cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass 2011-04-29. See further the report from Goodpoint under ""Detailed information""."
umeclidinium,R03AL03,True,"SummaryThis summary information comes from assessment reports and Fass. Persistence. It cannot be excluded that umeclidinium is persistent, due to the lack of data.Bioaccumulation. Umeclidinium has low potential for bioaccumulation.Toxicity. Umeclidinium has high chronic toxicity.Risk. The use of umeclidinium (sales data Sweden 2018) has been considered to result in insignificant environmental risk."
